brand,model,img_url,2014_jan,2014_feb,2014_mar,2014_apr,2014_may,2014_jun,2014_jul,2014_aug,2014_sep,2014_oct,2014_nov ,2014_dec,2015_jan,2015_feb,2015_mar,2015_apr,2015_may,2015_jun,2015_jul,2015_aug,2015_sep,2015_oct,2015_nov ,2015_dec,2016_jan,2016_feb,2016_mar,2016_apr,2016_may,2016_jun,2016_jul,2016_aug,2016_sep,2016_oct,2016_nov ,2016_dec,2017_jan,2017_feb,2017_mar,2017_apr,2017_may,2017_jun,2017_jul,2017_aug,2017_sep,2017_oct,2017_nov ,2017_dec
Xiaomi,Mi 5s Plus,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-5s-plus2.jpg,14083,5590,14932,12713,11553,13411,14324,7053,6967,9553,9114,8668,13128,11833,8481,11359,13443,14547,7685,14231,10983,12314,10499,6600,5015,8273,6990,12952,14685,11774,5922,6683,10739,5329,6221,5160,13047,9614,13525,13932,14961,8442,11234,10383,11944,14517,9517,9248
Xiaomi,Mi 5s,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-5s1.jpg,13760,12293,6005,5822,8120,14416,5449,8621,5836,6624,5776,11295,11666,8239,10602,9853,14644,6274,13058,8204,11655,9947,7838,5465,14581,7137,5115,9499,12977,12456,7923,5604,12937,14877,10832,6832,10493,14969,6772,13309,12555,5825,7792,14022,6289,14356,12043,12473
Xiaomi,Redmi Note 4 (MediaTek),https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-4-3.jpg,14100,14636,12918,7284,6499,5628,13459,13663,14230,5922,5677,7223,12519,10571,12224,5894,11971,13574,9847,13003,10190,5642,5940,12304,8798,5916,8552,6916,5712,6146,9136,10569,7282,11591,7562,12640,12868,5348,8954,12030,11661,6210,9894,13579,11439,9704,14095,14379
Xiaomi,Redmi Pro,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-pro.jpg,7478,14193,8623,5396,12848,9174,6235,14747,9060,7941,13853,6621,10133,7383,12645,14674,13243,11790,7361,7857,8829,11329,8239,12133,14896,10695,13748,14544,8859,5651,13583,10750,5943,9574,7443,13773,11491,5212,12015,13499,11788,6174,10033,13354,6619,6375,8705,8739
Xiaomi,Redmi 3x,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3x.jpg,9071,9521,13884,5077,14660,9659,14287,10668,14109,14101,9709,6256,5485,8619,8344,12819,5810,12950,5711,12696,11042,14507,13013,12312,13790,7296,5063,12484,10407,10248,13544,12469,6258,9918,5992,5223,6943,5180,10534,10251,12212,10546,12264,12076,6930,11918,7649,8503
Xiaomi,Redmi 3s Prime,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-pro-.jpg,13615,11974,7343,8943,6267,7287,9957,8971,7290,11188,5693,10996,10597,8209,9878,10677,8044,14199,9657,13049,5112,13009,10705,5792,13475,12601,7643,13944,8666,13015,7265,14560,10481,6787,5326,10915,8801,14528,11434,14367,7835,14153,12891,10008,10081,7361,8714,13080
Xiaomi,Redmi 3s,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3s.jpg,7020,12431,12383,8120,10338,7064,10023,5928,8898,12984,11776,14049,12018,6500,13107,6523,10942,5410,12298,14141,6384,5546,9452,6220,6037,5969,5298,7575,6274,8402,8235,6316,6575,14284,11709,7441,12795,8026,8406,11205,10054,13989,14875,5241,7022,8489,13547,12647
Xiaomi,Redmi 3 Pro,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-pro-.jpg,12678,14393,13699,5224,8389,14198,8407,9893,13676,8001,8540,10653,8293,5172,10371,7532,7231,14984,13248,11837,6313,14520,11507,11386,9474,12449,10473,9248,5560,8905,6616,11679,9791,11125,7776,6929,12622,10734,5009,9552,11952,5487,14146,12899,9244,11652,10534,5216
Xiaomi,Mi 5,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-5--.jpg,10077,9182,13916,10159,7211,11426,8815,8993,14502,6740,10556,13754,7676,14410,6767,6043,6758,10207,5097,6528,5102,6820,12020,7728,12416,12745,11175,7230,5193,10550,5567,13618,12215,10216,10860,7419,5794,12518,9723,5839,6956,8051,6889,7327,11230,9112,9723,11463
Xiaomi,Mi Max,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-max-4.jpg,7805,5098,8539,11925,7174,11996,9354,9630,14937,8999,13479,8974,13282,5916,13138,13984,8073,14454,5148,13231,6167,12173,7011,14456,5514,12684,14091,5026,5224,9332,12917,13458,9344,13959,9796,11842,12475,9500,7016,12325,9513,8851,8702,13710,9839,6299,7045,14137
Xiaomi,Mi 4s,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-4s-2.jpg,14883,10672,6272,12662,10738,11181,6476,9251,14177,12954,5465,6430,11192,7494,6841,6962,6121,13244,7178,5707,7834,12663,13151,14349,5658,14015,11212,8379,10492,6862,14898,5087,10759,14047,6485,6695,12411,9749,9175,12681,5435,5507,13661,6588,10739,13092,11084,14555
Xiaomi,Redmi Note 3,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-3-2.jpg,9362,9131,9076,6378,12449,7709,7988,5625,7767,11886,13567,11773,9084,10075,12029,8663,7521,10150,13892,7347,11213,10005,9391,14287,7022,13779,8025,8544,13245,6974,11542,14381,11927,8614,9767,9408,9493,7406,10590,5962,5226,11367,11736,14600,14202,14143,13810,14751
Xiaomi,Redmi 3,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-3-1.jpg,12422,14105,7512,7845,8275,8446,13357,14992,6121,12437,5815,7410,11288,8062,6273,7706,5256,11146,14355,13434,13394,14403,5051,6763,11817,11316,6262,6653,13943,10310,10269,14603,5987,13900,5522,9790,13679,14646,7838,7008,12185,6490,5537,6110,6135,5445,7600,10904
Xiaomi,Redmi Note Prime,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-prime-.jpg,11076,7659,13054,8779,13510,10966,5908,6505,9698,13181,7684,6352,6577,11399,11577,12984,13417,9222,5492,11359,8880,9468,7091,8755,7846,14955,12968,10793,5646,12385,10681,9859,10009,12826,8312,6345,9076,14469,9913,14009,14658,11712,12130,11388,11838,6781,13347,10535
Xiaomi,Mi Pad 2,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-pad-2-2.jpg,6004,12300,10808,5481,13797,8750,6597,7208,10021,9965,12577,14949,5814,9902,10382,10567,8061,7182,14908,6995,7022,6901,8794,9752,8063,7138,14920,7638,11852,10053,10236,8643,10364,9362,10966,10559,5050,5708,6455,9976,14469,5975,7572,10541,7723,14978,9537,6957
Xiaomi,Redmi Note 3 (MediaTek),https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-3-2.jpg,8998,7423,6733,14723,10041,9842,9619,11996,5612,6342,14996,5904,9195,10404,10982,10034,7757,11851,6159,13451,6421,9418,11104,6596,7340,9605,13575,6107,8405,12376,5994,5726,12332,12765,11450,9478,5441,5343,12029,13561,9761,12903,11124,14750,13432,10100,7776,12932
Xiaomi,Mi 4c,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-4c-3.jpg,14045,6895,8953,6452,13016,6612,7574,9646,14311,6818,7014,10408,5255,9281,11087,14718,13942,6885,6605,11535,9364,9390,12720,8239,8432,5621,5882,5232,14874,14375,13052,11887,10042,14681,6886,8158,11717,9630,9446,14052,12871,12568,10103,8899,11157,6555,7207,14307
Xiaomi,Redmi Note 2,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-2-1.jpg,5579,5381,7276,5136,11000,7657,13140,9822,9159,12625,8881,6112,12165,8153,8267,14702,11401,11388,14853,8872,10094,13202,9832,9311,9548,13330,8500,9339,12066,14329,7924,13197,10938,11729,8836,7085,7487,5696,11617,5712,5141,11573,7170,6308,5038,12344,9439,13404
Xiaomi,Redmi 2 Prime,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-2-prime-2.jpg,12277,7091,5291,11585,6523,13691,11716,11416,8477,11105,10410,11642,13220,7254,10805,10858,7108,7034,10955,13547,9818,8348,6596,6497,9394,6462,5262,11305,13973,5503,9752,10948,13569,12959,7447,8874,5874,8472,9089,14362,9507,9784,5376,8308,9821,7146,12191,7007
Xiaomi,Mi 4i,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi4i-3.jpg,6218,10027,10320,6357,11378,13628,10255,6484,5470,7206,8564,12210,10803,12731,9304,13073,5538,5424,5569,14388,7686,7264,8189,9997,13565,14708,13653,14505,13296,13971,12875,7634,11361,13994,8230,13420,8101,12216,7947,14891,12066,13418,13386,6557,5259,12519,10826,6797
Xiaomi,Mi Note Pro,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-note-pro-2.jpg,14158,13871,13440,11120,14632,5297,5033,5039,8793,5165,11295,11108,13961,5183,5779,9525,8063,14019,8029,12664,5052,8069,11308,8641,7207,6750,9827,14765,5707,9974,9958,5212,11313,11818,14897,11964,6375,12976,12818,5269,12796,9137,11139,9382,6503,5176,12590,7277
Xiaomi,Mi Note,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-note-2015.jpg,9832,8163,10227,9383,14890,6837,8471,12469,10098,5235,13194,7054,6908,5962,9909,11961,9997,10865,9615,13707,8245,6896,9223,14953,9013,10065,10509,6519,6589,5049,12449,11765,7809,13303,7337,5143,12955,13334,14864,5650,7618,11246,8260,7379,6116,14909,12476,13413
Xiaomi,Redmi 2A,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-2a.jpg,14252,12976,14976,7272,9683,5781,14418,9124,9827,13414,10678,6220,9348,14539,10077,11925,12054,13282,5700,5174,10171,7689,11581,9264,14029,8733,13524,13739,11786,5648,10687,13567,14246,6791,5651,14062,6226,7226,7472,10726,12653,13378,8300,11860,6926,8186,7161,7878
Xiaomi,Redmi 2,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-2.jpg,8040,14918,9377,13507,10331,12278,9118,11399,7522,6719,5401,14156,11364,10362,6957,5390,8974,13396,13140,5180,7731,8703,12047,11432,7910,13164,8621,13205,6420,5554,14859,7953,14002,8650,6743,10609,9509,6764,13235,11402,6736,5367,12777,6292,14285,8951,11663,9360
Xiaomi,Mi 4 LTE,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-4-lte.jpg,10226,10546,11080,11184,11516,6152,12975,10486,13406,5688,11025,14755,10242,12179,12965,6651,10414,14542,13104,8346,5310,6381,6999,6570,11326,11880,5214,9360,10088,7806,13894,14456,8679,14700,9677,7374,10316,9298,10273,11497,10350,6662,7943,6250,7181,13792,8169,11660
Xiaomi,Redmi Note 4G,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-4g-2.jpg,7927,11283,6122,5649,6758,5765,8853,5671,9336,6410,12964,5618,10924,13720,5697,13039,6086,13255,14418,7954,11085,6630,10357,5664,6420,8451,13311,12623,9229,14160,12850,11115,5789,10428,14180,11554,14721,6528,14046,11286,5779,5852,5535,12083,11308,12500,13497,6778
Xiaomi,Mi 4,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi4-2.jpg,9433,9627,5990,13520,10522,6375,10053,10229,14904,11317,14172,11768,6258,7464,10347,5711,8950,8349,5661,13805,6668,5004,11686,11892,14317,5062,6726,10409,9956,12104,14465,10949,14104,7399,8913,8252,10102,5929,14042,14468,5196,9045,11280,6334,8771,7515,10368,5703
Xiaomi,Mi Pad 7.9,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi-pad-79-3.jpg,5557,9745,12696,14122,10055,8366,12797,6233,8247,11088,12719,13600,5397,12708,12329,9468,7560,11225,13598,13149,14723,8474,11944,5808,9355,6619,11376,12437,14864,10470,7353,11260,11756,5593,14047,5334,9913,11944,13634,13702,14615,12790,12473,6810,8733,12344,5483,13068
Xiaomi,Redmi Note,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-redmi-note-1.jpg,12566,13133,11216,9642,13938,10628,9765,11944,8615,11853,10289,14186,12698,5794,14114,14097,9646,6024,12819,13857,7413,14128,12133,7622,10627,5624,10168,10226,11835,14392,8177,6375,6169,11597,5051,13768,5064,9577,9240,6750,6035,11437,9978,11110,14701,11486,13426,5057
Xiaomi,Mi 3,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi3-2.jpg,5670,8882,14657,9574,13147,14741,6383,5948,12346,12480,14099,11323,6535,7395,8494,14244,13327,8513,5402,5345,8699,5350,5090,10434,9161,7592,13491,9142,11578,6580,5235,7642,7895,12296,12111,12366,13466,12214,6663,8192,7757,11884,9445,8507,12951,10674,8544,12169
Xiaomi,Redmi 1S,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-hongmi2.jpg,9908,7956,14004,8751,6473,8878,11096,13976,14843,8001,6784,10725,9315,12548,6974,5277,9686,9765,11022,10856,11180,13943,13472,10228,13598,12880,8647,12761,14540,5139,13450,12552,12648,5650,9994,13374,13578,7477,6748,5443,14385,7146,14295,10813,6858,7504,8410,13140
Xiaomi,Redmi,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-hongmi2.jpg,10445,5896,11907,11992,13886,8189,13752,7222,10836,14051,10083,6260,9639,14079,13593,12528,7870,7938,5783,14634,8440,14134,7821,6164,8845,11192,11435,9026,11823,14243,5350,7099,14116,13736,11806,8007,8474,7634,9566,14599,7895,5805,9835,6954,10936,8276,7304,9896
Xiaomi,Mi 2A,https://cdn2.gsmarena.com/vv/pics/xiaomi/xiaomi-mi2a-new.jpg,10768,14157,9686,9602,14226,8439,10590,9781,6253,14488,7094,5511,12455,13819,9404,10362,6183,13774,7394,8983,14554,14335,12443,10384,9747,7379,5528,5827,5153,11810,13072,14644,13762,5228,14174,8451,10954,8186,10682,7742,8366,7054,14319,12236,8413,12004,9157,9329
Xiaomi,Mi 2S,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi2s.jpg,13907,5385,14952,5328,8044,10457,14617,12897,9492,7832,5010,10524,5918,9147,7604,11215,7108,8609,12006,10586,12919,10128,7074,8676,8432,6497,11492,8094,5873,9940,12558,10491,13975,6487,10021,7667,9508,5636,7956,7311,14786,8925,7755,10292,8462,9863,8961,12364
Xiaomi,Mi 2,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi2.jpg,11011,14520,7384,8555,13698,13905,14808,5977,10227,6122,13283,13592,6261,13979,8593,9696,7901,9658,5809,9470,14387,10515,9898,6904,9937,14929,10387,6770,8812,10067,8404,7140,6266,7565,10690,12314,10124,8492,5176,14917,11187,11422,7588,13923,12975,12577,7235,14996
Xiaomi,Mi 1S,https://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi1.jpg,11031,10363,10152,10590,9466,9424,11880,12283,6848,6353,13279,11340,10355,8348,10107,7947,9096,10044,7196,9615,11433,13063,8961,5655,12077,11398,6261,7155,6915,5879,14990,7073,10790,10322,10482,5468,6557,9931,14258,6564,13920,7429,7189,14703,10324,14025,7017,14414
Samsung,Galaxy J7 Pro,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j7-2017-sm-j730-3.jpg,12484,6525,9948,5178,10077,5771,10565,8217,14404,5622,5465,10248,11772,14642,5058,5980,11897,13057,8325,8783,10251,7724,7997,8324,13093,7172,8323,10756,10054,9217,12729,12512,8538,12893,14328,7546,14467,6394,6108,10073,5053,11957,5044,11130,7219,6655,8143,6673
Samsung,Galaxy J7 (2017),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j7-2017-sm-j730-att.jpg,8613,11023,7195,10273,11835,8877,12550,6796,14154,14694,6673,12939,11170,7935,12757,9971,14830,7179,9884,12287,12812,5414,12929,7843,8815,10665,7893,13281,6597,5871,9937,11262,6192,14287,5118,14458,8586,12685,14119,5050,5172,5342,9644,11914,14508,5949,6989,14201
Samsung,Galaxy J5 (2017),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j5-2017-sm-j530.jpg,8137,7231,9003,6258,11283,12527,12511,9017,11660,8921,5516,9064,9066,6937,8158,12015,5233,8881,8209,5330,10874,11769,11327,12458,10876,6587,7271,14630,5090,10302,14609,14538,14991,8027,12514,13043,8561,12090,9689,9927,14030,13593,11931,13491,14681,5647,7132,7171
Samsung,Galaxy J3 (2017),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j3-2017-2.jpg,14161,10156,11943,9683,5392,13676,11758,10289,10059,14841,14000,5853,8822,11882,8038,7164,13350,11805,10613,8198,14109,5169,8306,14030,14269,6182,12172,6419,11499,5294,8735,14170,12852,9695,6407,12351,6737,10705,9291,6787,6091,8393,10079,5045,12623,7309,11685,6963
Samsung,Z4,https://cdn2.gsmarena.com/vv/bigpic/samsung-z4.jpg,5344,6244,5736,12734,11809,14314,7688,8614,11424,14247,7783,10206,13284,9921,9789,6238,12519,5835,12130,7232,6243,7117,11757,10405,8313,7544,12604,11483,8064,9669,11178,11121,10054,8996,6759,5701,13186,5301,7538,7180,5505,13442,9481,12864,13029,10193,10054,9558
Samsung,Galaxy S8,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s8-2.jpg,8078,13153,9203,7170,9312,7786,9514,5538,8027,9993,14511,10340,13600,7245,7751,9883,10483,9432,12616,6729,13676,12251,12320,10874,9978,12884,5645,14824,10415,6102,13262,6530,5526,6834,7744,8284,13172,12707,13462,6282,5949,5075,5281,7763,13191,14848,14560,8941
Samsung,Galaxy S8+,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-s8-plus-rose-pink1.jpg,10656,9319,9891,8162,7157,12490,13439,10946,14860,7121,9747,11749,12640,11256,9779,9163,13641,11344,5587,8027,11110,6306,8995,11909,10937,8109,12401,13189,10969,7837,14033,10311,12523,10902,11934,11208,5302,12573,8139,7560,10967,9389,14210,12602,8711,10380,14649,14089
Samsung,Gear S3 classic LTE,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-gear-s3-classic-lte-2.jpg,9202,9060,12588,10193,10480,7453,5214,13256,5841,11566,11361,12784,5131,10229,10833,13340,12138,5311,13684,9311,11742,10065,14872,9547,10552,10498,9347,13385,8668,11314,12975,6503,12536,8099,9734,13634,12461,5422,10146,6389,14850,10352,9543,14565,13560,5595,6967,7451
Samsung,Galaxy C5 Pro,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-c5-pro-sm-c5010.jpg,9306,6100,7979,11064,8512,7980,14948,14450,12971,10361,14841,6500,11746,6718,7309,9199,7988,14584,5347,9193,13100,13024,8269,10260,11139,11072,8370,8402,10780,11967,12052,5336,10657,12277,7754,9932,5059,10392,10391,6597,14975,10010,6912,12081,7197,13198,11467,6172
Samsung,Galaxy Xcover 4,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover4-g390f-.jpg,9865,11013,9564,9170,11240,7396,13671,8706,5320,7874,12882,9165,5362,14555,10317,8281,13040,5697,7599,13565,9282,5305,8527,6627,10376,5706,11302,9124,9017,13769,9513,12680,11981,9598,12054,14065,11027,5289,12966,11468,9649,7567,6887,14042,5610,8638,11450,9254
Samsung,Galaxy Tab S3 9.7,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-s3-97-sm-t825.jpg,13266,10648,7364,11727,7233,11117,5917,5598,11518,7653,7945,14214,6567,11785,8622,11049,13313,7442,6958,6036,11427,8992,10275,9646,11463,14347,14049,9293,14412,6985,14962,6826,13080,13621,14670,8339,9502,9794,14036,9842,5011,14377,11594,8966,14440,13371,14684,10804
Samsung,Galaxy J1 mini prime,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j1-mini-prime-2016-1.jpg,12362,8639,14910,9803,9457,11257,7498,11229,10461,14347,13256,7300,6835,9144,9623,5043,10033,5518,9307,13104,6038,11155,14422,7087,6443,11016,10283,14674,6769,13015,9502,14636,9422,13543,8081,12951,9623,6786,6772,11584,10075,10273,9726,6568,14948,7771,9981,5603
Samsung,Galaxy J3 Emerge,https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-j3-emerge-.jpg,12381,14168,9674,12161,14784,8298,5434,12651,5254,7498,12219,11121,7215,12948,12329,7539,9195,5246,14247,13399,12283,10368,7417,5707,10732,8236,10342,13084,8373,14919,14812,10754,9633,6183,9209,14440,9379,13791,10453,11714,14906,8248,5067,13482,5558,5787,7564,12101
Samsung,Galaxy C7 Pro,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-c7-pro-3.jpg,5165,12558,10316,12219,14104,12660,11405,10837,9503,9630,8401,6536,5849,7541,14939,12913,14218,6449,12306,12500,9659,5879,12966,9095,8469,8180,13968,8887,8406,8813,8984,13057,6209,13653,8008,11434,12371,14161,5077,11061,6776,8925,7459,11037,11162,9773,13759,10274
Samsung,Galaxy A7 (2017),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-a7-2017-2.jpg,9828,7410,7616,11532,14074,12732,10855,10938,12949,8031,13435,11344,6058,11367,10766,5788,13367,6180,8621,8547,10431,9746,9491,7068,9489,10877,13714,10179,13419,10406,6007,10072,13012,14674,5553,12329,14106,9529,5476,14738,10119,7781,5154,10741,9872,9443,11442,14231
Samsung,Galaxy A5 (2017),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-a5-2017-2.jpg,7762,10920,9435,6263,5237,11417,9493,10078,12526,11296,5028,7378,12717,8924,8753,14512,14555,11817,10935,7085,12999,10478,6362,5648,7433,14384,14156,14317,14523,13804,5344,8532,5225,6222,13607,10862,12412,13273,13769,12188,8949,5026,5301,12954,13208,9091,10145,14019
Samsung,Galaxy A3 (2017),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-a3-2017-3.jpg,8606,5570,6293,14032,13294,6451,14272,13119,6343,13400,13278,12381,11053,14839,7953,7972,10719,5110,10543,5503,13691,6142,11972,10487,14291,14232,10219,10684,5886,12871,6042,14609,9383,11497,10757,7400,13105,13565,12126,6037,10396,8475,8849,5368,5847,10541,11651,6008
Samsung,Galaxy Grand Prime Plus,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j2-prime-2016-4.jpg,7939,6031,6784,14403,13963,6335,12667,14510,12798,9163,9072,14308,14020,11674,5888,12421,7313,8767,8073,13256,6092,9371,14093,11909,9208,8809,8501,6328,11782,14793,9006,5273,10348,6521,12815,8823,9311,6245,6236,12705,6515,14871,11834,13521,7903,5783,5528,7605
Samsung,Galaxy J2 Prime,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j2-prime-2016-4.jpg,8298,10195,10165,12880,6313,9968,9194,6415,14809,8790,6579,5759,10725,7943,10051,13895,9865,7865,10652,5948,8183,7951,14540,12943,7191,11840,14597,12338,11793,5835,12997,8655,8251,7513,8983,6333,6000,12735,5513,5395,6325,11386,5215,9868,14275,9766,12763,10819
Samsung,Galaxy C9 Pro,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-c9-pro-2.jpg,5535,10371,13935,9203,10688,11337,11479,5467,7752,9525,7952,6966,8420,11033,9213,10131,9093,7761,5108,13607,14823,11670,14903,13892,5817,8450,6492,12766,13900,12093,12916,6766,7868,5268,6912,7603,13092,14412,9111,6497,9083,14117,8093,9810,5347,10041,7803,13059
Samsung,Galaxy A8 (2016),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-a8-2016-3.jpg,5783,5826,12557,7313,8214,5910,13655,12325,14114,12980,13796,8164,8974,10038,8372,12702,14559,8210,8213,5088,12657,11282,8563,12644,12137,10430,14151,12108,6405,13644,9625,6047,10672,10493,9814,9247,13331,13930,9825,7168,10615,10937,11065,9123,9833,13238,6923,8405
Samsung,Galaxy On8,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j7-2016-3.jpg,12349,6935,8023,8586,12524,5501,14895,14907,14952,6580,13507,10197,12120,8687,8889,7280,7371,14226,6964,14513,11594,7567,6662,10479,12124,12093,10280,13135,12966,10170,14633,10292,5779,5427,8752,10368,10072,14202,10980,6542,5890,5580,10419,12558,8160,10551,5451,7482
Samsung,Galaxy On7 (2016),https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-on7-2016-g6100-c.jpg,10168,14092,8554,10453,10938,12686,12473,5020,12545,8150,12616,11942,11954,9626,5196,8140,13655,6567,10003,9998,12887,14213,5371,11896,7960,14404,8470,14027,9527,14797,9385,5156,6690,13258,8773,6367,13542,11819,7413,8501,7420,5429,9939,5352,9784,8961,11161,5296
Samsung,Gear S3 classic,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-gear-s3-classic3.jpg,6804,6324,7760,5700,9542,7735,7617,14303,13942,13803,11649,12272,8137,12990,14196,13564,5339,13849,7114,7638,10388,12527,5863,10795,11675,13956,14086,10972,10706,8524,14096,11297,7660,6018,8468,9668,7337,8411,5064,8590,10103,13235,13528,13449,5588,9513,5014,8686
Samsung,Gear S3 frontier,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-gear-s3-frontier-lte3.jpg,9210,6896,10991,13363,12946,14039,11536,11845,11125,6815,10792,11712,6021,10872,5558,12388,7575,7433,14148,13834,9492,7625,10545,5071,9490,6401,6127,14464,9144,6833,11024,7581,13729,8225,12145,7350,8078,10939,6622,7627,6603,12898,9454,12576,5057,13114,6881,11799
Samsung,Galaxy J5 Prime,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j5-prime2.jpg,8116,8395,7562,12466,14722,11834,6688,7514,8564,10511,5058,13279,14133,9203,7878,5157,12416,5880,7795,12925,11018,14307,10958,10747,7325,10096,5399,9584,8629,11389,10870,5037,6988,5504,7297,10933,6322,8533,13531,9511,6490,9846,14045,7863,7127,13533,10727,8745
Samsung,Galaxy J7 Prime,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-j7-prime-2.jpg,14305,11234,10186,13163,7119,9035,13457,14978,11266,6509,5893,12963,13458,11294,5592,11121,12253,6826,11532,12132,5039,14448,12639,11031,6898,12782,6293,10195,5779,5223,8324,14320,10974,13138,10811,6795,13140,10743,14682,6786,11015,6055,7915,6651,7929,9226,14939,7180
Samsung,Z2,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-z2.jpg,14502,10638,6318,12521,9180,5254,8331,6479,14357,8467,9160,12071,8863,9305,7823,10433,5084,12712,11710,9026,9103,8277,14685,14147,8597,14373,14803,6921,6570,8787,5774,9138,10781,8967,7187,12900,14815,5689,13740,7530,11158,8861,5167,7496,12294,6976,10884,6091
Samsung,Galaxy Note7 (USA),https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-note7-r1.jpg,9743,7390,8104,12209,6667,7402,13772,7127,5106,9905,7304,8801,9816,10600,12296,9331,5407,11594,10493,7818,5219,11702,5595,12831,5855,12246,14308,8984,13412,11306,5022,11243,12981,7801,7733,9970,9537,13854,6911,14921,5960,14184,14558,7164,10843,6747,14557,10120
Samsung,Galaxy Note7,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-note7-r1.jpg,8386,7524,12460,7100,6786,5529,5336,11386,12446,8986,8456,6472,13079,11795,5578,6836,8669,11718,6614,5133,7148,9496,9302,11752,8200,9979,14778,7013,7959,9546,11888,14994,10057,8273,7673,10727,8362,6772,10898,5296,10816,6945,12247,8046,11276,8087,8222,11612
Samsung,Galaxy On7 Pro,https://cdn2.gsmarena.com/vv/pics/samsung/samsung-galaxy-on7-2.jpg,14248,13748,7169,11723,7748,14667,12372,7704,10362,13382,12082,10302,13108,14762,12473,10640,8327,13500,5855,14597,7268,13751,6302,6078,10906,11996,10797,9273,5445,10681,9967,7594,9750,5547,12412,13386,12427,5551,6047,9080,9574,11608,5690,12283,6078,14210,14063,12656
